llave_cod_cliente,admin_antiguedad_banco,admin_flag_gerenciado,buro_creditos_otros_bancos,buro_score_apc,buro_wallet_share,comp_flag_atm,comp_flag_bpi,comp_flag_cnb,comp_flag_pos,comp_flag_suc,comp_perc_atm,comp_perc_canal_fisico,comp_perc_cnb,comp_perc_bpi,comp_perc_pos,comp_perc_suc,comp_score_digital,comp_txn_atm,comp_txn_bpi,comp_txn_cnb,comp_txn_pos,comp_txn_suc,comp_usd_atm_prom,comp_usd_bpi_prom,comp_usd_cnb_prom,comp_usd_pos_prom,comp_usd_suc_prom,dem_edad,dem_planilla,finc_bal_act,finc_bal_pas,finc_perc_act_tc,finc_perc_pas_tc,finc_sva,finc_tamano_comercial,pdcto_flag_auto,pdcto_flag_cta_ahorro,pdcto_flag_cta_corriente,pdcto_flag_cta_dpf,pdcto_flag_financomer,pdcto_flag_garantizado,pdcto_flag_hipoteca,pdcto_flag_pp,pdcto_flag_seguros,pdcto_flag_tiene_tdc,pdcto_flag_tiene_tdd,pdcto_ivc_actual
159363,20,0,1,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0.08,0,1,3.216368,0.08,0,1,1,0,0,0,0,0,0,0,0,2
159419,20,0,1,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,11025.24,0,1,0,15.585262,11025.24,0,0,1,0,0,0,0,0,1,1,0,2
159470,19,0,0,766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,5.64,0,1,,5.64,0,1,0,0,0,0,0,0,0,0,0,1
159583,19,0,1,559,0,1,0,0,0,1,0.94,0,0,0,0,0.06,0,16,0,0,0,1,99.583333,0,0,0,16.666666,41,0,0,0.55,0,1,3.456232,0.55,0,1,0,0,0,0,0,0,0,0,1,1
159686,19,0,1,624,0,1,0,0,1,0,0.67,0,0,0,0.33,0,0,75,0,0,37,0,1201.333333,0,0,125.541666,0,50,1,0,196.39,0,1,2.775398,196.39,0,0,1,0,0,0,0,0,0,0,1,1
159707,19,0,1,767,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,11036.15,0,1,0,10.145764,11036.15,0,1,0,0,0,0,1,0,0,0,0,2
159713,19,0,1,,0.53,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,15,0,0,0,0,317.083333,52,0,25566.94,0,1,0,14.138401,25566.94,1,1,0,0,0,0,0,0,0,0,0,2
160179,19,0,1,659,0.39,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,24,0,0,0,0,80,67,0,7202.06,0,1,0,12.197164,7202.06,0,0,0,0,0,0,1,0,0,0,0,1
160194,19,0,1,731,0.4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0,0,269.6925,67,0,8607.73,0,1,0,11.204239,8607.73,0,1,0,0,0,0,1,0,0,0,0,2
160200,19,0,1,458,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,40.115833,42,0,0,7.13,0,1,1.303705,7.13,0,1,0,0,0,0,0,0,0,0,0,1
160208,19,0,1,767,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,9368.17,0,1,0,10.145764,9368.17,0,0,0,0,0,0,1,0,0,0,0,1
160381,19,0,1,702,0,1,0,0,1,0,0.3,0,0,0,0.7,0,0,69,0,0,163,0,501.13,0,0,243.624166,0,54,1,0,3.41,0,1,2.775398,3.41,0,0,1,0,0,0,0,0,0,0,1,1
160415,19,0,1,529,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,4675.71,0,1,0,26.277358,4675.71,0,1,0,0,0,0,0,1,0,0,0,3
160439,19,0,1,524,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,20068.59,0,1,0,10.692096,20068.59,0,1,0,0,0,0,0,1,0,0,0,2
160718,19,0,1,742,0.04,0,1,0,0,1,0,0,0,0.76,0,0.24,2,0,32,0,0,10,0,2684.3525,0,0,585.496666,43,0,62.098,6147.702,0.01,0.99,23.668823,6209.8,0,1,1,0,0,0,0,0,1,1,0,3
160890,19,0,1,685,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,9672.8,0,1,0,10.692096,9672.8,0,0,0,0,0,0,0,1,0,0,0,1
160978,19,0,1,773,0.23,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,184.708333,72,0,5608.74,0,1,0,27.56715,5608.74,1,1,0,0,0,0,0,0,1,0,0,3
161104,19,0,0,,0,0,1,0,0,1,0,0,0,0.56,0,0.44,0,0,9,0,0,7,0,274.583333,0,0,197.083333,89,0,0,2,0,1,2.398517,2,0,1,0,0,0,0,0,0,0,0,0,1
161226,19,0,0,562,0,1,0,0,0,0,1,0,0,0,0,0,0,27,0,0,0,0,327.083333,0,0,0,0,42,1,0,3.49,0,1,2.152527,3.49,0,1,0,0,0,0,0,0,0,0,1,1
161245,19,0,1,641,0.16,1,0,0,1,0,0.77,0,0,0,0.23,0,0,233,0,0,71,0,1094.696666,0,0,362.37,0,51,1,3484.03,0,1,0,13.467494,3484.03,0,0,1,0,0,0,0,1,0,0,1,2
161372,19,0,1,592,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,11505.49,0,1,0,15.585262,11505.49,0,0,0,0,0,0,0,0,1,1,0,1
161521,19,0,1,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,1.17,0,1,,1.17,0,1,1,0,0,0,0,0,0,0,0,2
161543,19,0,1,541,0,1,1,0,1,1,0.61,0,0,0.1,0.26,0.03,1,107,17,0,46,5,1683.333333,182.083333,0,146.664166,306.666666,48,1,0,148.56,0,1,4.079103,148.56,0,1,1,0,0,0,0,0,0,0,0,2
161825,19,0,1,776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,1.289792,0,0,1,0,0,0,0,0,0,0,0,0,1
161846,19,0,1,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,23.83,0,1,1.289792,23.83,0,1,0,0,0,0,0,0,0,0,0,1
161886,19,0,1,555,0,1,0,0,1,1,0.78,0,0,0,0.21,0.01,0,132,0,0,36,1,232.916666,0,0,18.5925,8.333333,56,1,0,0.64,0,1,2.775398,0.64,0,0,1,0,0,0,0,0,0,0,1,1
162233,19,0,1,523,0.95,1,0,0,0,1,0.83,0,0,0,0,0.17,0,19,0,0,0,4,38.75,0,0,0,42.5,74,0,20219.21,0,1,0,12.844623,20219.21,0,1,0,0,0,0,0,1,0,0,1,2
162256,19,0,1,461,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,9285.75,0,1,0,10.692096,9285.75,0,0,1,0,0,0,0,1,0,0,0,2
162427,19,0,1,708,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,12347.32,0,1,0,10.145764,12347.32,0,0,0,0,0,0,1,0,0,0,0,1
162674,19,0,0,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,1.48,0,1,2.775398,1.48,0,0,1,0,0,0,0,0,0,0,1,1
162845,19,0,0,,0,1,1,0,1,0,0.41,0,0,0.05,0.54,0,0,78,10,0,102,0,663.583333,20.94,0,65.95,0,42,1,0,2.95,0,1,12.298291,2.95,0,1,0,0,0,0,0,0,0,0,1,1
162922,19,0,1,579,0.58,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,26.25,48,0,17710.98,0,1,0,11.194691,17710.98,0,0,0,0,0,0,1,0,0,0,0,1
163037,19,0,1,732,0.25,1,1,0,1,1,0.22,0,0,0.44,0.23,0.12,2,92,186,0,98,49,308.916666,1821.1275,0,98.360833,715.0775,51,0,41871.4,0,1,0,52.320068,41871.4,0,1,1,0,0,0,1,0,1,1,1,4
163608,19,0,1,318,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,3.216368,0,0,1,1,0,0,0,0,0,0,0,0,2
163646,19,0,1,449,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,23.333333,50,0,0,251.57,0,1,1.303705,251.57,0,1,0,0,0,0,0,0,0,0,0,1
163731,19,0,1,350,0,1,0,0,1,1,0.83,0,0,0,0.08,0.08,0,10,0,0,1,1,101.666666,0,0,4.5,83.333333,51,0,0,3.86,0,1,4.305054,3.86,0,1,0,0,0,0,0,0,0,0,1,1
163862,19,0,1,530,0,1,1,0,1,1,0.27,0,0,0.27,0.27,0.18,2,131,127,0,131,88,2023.75,2581.406666,0,753.289166,16221.83333,42,0,0,774.42,0,1,15.964596,774.42,0,1,0,0,0,0,0,0,0,0,1,1
163933,19,0,1,481,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,5466.27,0,1,0,10.692096,5466.27,0,1,0,0,0,0,0,1,0,0,0,2
164481,19,0,1,831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0.01,0,1,1.289792,0.01,0,1,0,0,0,0,0,0,0,0,0,1
164698,19,0,1,466,0,1,0,0,1,0,0.61,0,0,0,0.39,0,0,219,0,0,142,0,650.416666,0,0,183.251666,0,52,0,0,9.23,0,1,3.234125,9.23,0,1,0,0,0,0,0,0,0,0,1,1
164735,19,0,1,401,0,1,0,0,1,1,0.8,0,0,0,0.06,0.14,0,74,0,0,6,13,545.416666,0,0,32.145,563.708333,63,0,0,79.63,0,1,4.75463,79.63,0,1,1,0,0,0,0,0,0,0,1,2
165122,19,0,1,401,0,1,0,0,1,1,0.4,0,0,0,0.59,0.01,0,74,0,0,111,2,434.074166,0,0,168.969166,111.1575,51,0,0,0.28,0,1,2.152527,0.28,0,1,0,0,0,0,0,0,0,0,1,1
165290,19,0,1,675,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,1695.59,0,1,0,10.692096,1695.59,0,0,0,0,0,0,0,1,0,0,0,1
165437,19,0,1,659,0.22,1,0,0,1,0,0.92,0,0,0,0.08,0,0,57,0,0,5,0,689.166666,0,0,3.049166,0,58,0,0,1.18,0,1,2.152527,1.18,0,1,0,0,0,0,0,0,0,0,1,1
165476,19,0,1,716,0,1,0,0,1,0,0.52,0,0,0,0.48,0,0,105,0,0,97,0,625,0,0,215.846666,0,55,1,0,208.9,0,1,2.775398,208.9,0,0,1,0,0,0,0,0,0,0,1,1
165711,19,0,1,582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,5.59,0,1,1.303705,5.59,0,1,1,0,0,0,0,0,0,0,0,2
165789,19,0,0,,0,1,0,0,1,1,0.62,0,0,0,0.19,0.19,0,93,0,0,29,29,1385,0,0,248.680833,3345.833333,52,0,0,1034.58,0,1,9.556527,1034.58,0,1,0,0,0,0,0,0,0,0,1,1
166002,19,0,0,604,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,3076.27,0,1,0,10.692096,3076.27,0,0,0,0,0,0,0,1,0,0,0,1
166051,19,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,5823.79,0,1,0,10.692096,5823.79,0,0,0,0,0,0,0,1,0,0,0,1
166236,19,0,0,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,8.71,0,1,0.848822,8.71,0,1,1,0,0,0,0,0,0,0,1,2
166313,19,0,1,636,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,16.666666,45,0,0,1396,0,1,1.303705,1396,0,1,0,0,0,0,0,0,0,0,0,1
166346,19,0,1,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,14534.65,0,1,0,2.152527,14534.65,0,1,0,0,1,0,0,0,0,0,1,2
166997,19,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,2.29,0,1,,2.29,0,1,0,0,0,0,0,0,0,0,0,1
167059,19,0,0,675,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,32443.75,0,1,0,25.731026,32443.75,0,0,0,0,0,0,1,0,1,0,0,2
167141,19,0,1,751,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,29780.82,0,1,0,25.731026,29780.82,0,1,0,0,0,0,1,0,1,1,0,3
167214,19,0,1,808,0,1,1,0,0,0,0.3,0,0,0.7,0,0,1,8,19,0,0,0,107.166666,2592.869166,0,0,0,37,1,0,801.45,0,1,2.152527,801.45,0,1,0,0,0,0,0,0,0,0,1,1
167283,19,0,1,458,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,39088.08,0,1,0,41.316288,39088.08,0,0,0,0,0,0,1,0,1,1,0,2
167368,19,0,0,601,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,12424.07,0,1,0,10.145764,12424.07,0,0,0,0,0,0,1,0,0,0,0,1
167372,19,0,1,571,0,1,0,0,1,1,0.43,0,0,0,0.53,0.04,0,52,0,0,65,5,224.583333,0,0,158.518333,110,47,0,0,0.15,0,1,2.152527,0.15,0,1,0,0,0,0,0,0,0,0,1,1
167378,19,0,1,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,1.46,0,1,1.289792,1.46,0,1,0,0,0,0,0,0,0,0,0,1
167579,19,0,0,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,13,0,0,0,0,1824.119166,79,0,0,707.52,0,1,2.60741,707.52,0,1,0,0,0,0,0,0,0,0,0,1
167671,19,0,1,713,0,1,0,0,1,1,0.86,0,0,0,0.09,0.05,0,101,0,0,10,6,737.5,0,0,145.770833,128,56,1,0,220.55,0,1,2.775398,220.55,0,0,1,0,0,0,0,0,0,0,1,1
167867,19,0,1,833,0,1,0,0,1,0,0.09,0,0,0,0.92,0,0,17,0,0,183,0,188.75,0,0,205.8875,0,41,1,0,119.86,0,1,2.775398,119.86,0,0,1,0,0,0,0,0,0,0,1,1
168023,19,0,1,511,0.15,1,0,0,1,1,0.65,0,0,0,0.34,0.01,0,78,0,0,41,1,789.166666,0,0,333.620833,250,44,1,8413.77,0,1,0,13.467494,8413.77,0,0,1,0,0,0,0,1,0,0,1,2
168081,19,0,1,695,0.28,1,1,0,1,1,0.17,0,0,0.11,0.69,0.03,2,69,46,0,289,12,337.75,229.583333,0,366.195,323.710833,42,1,8403.91,0,1,0,15.809989,8403.91,0,1,1,0,0,0,0,1,0,0,1,3
168142,19,0,1,447,0.36,1,0,0,0,1,0.97,0,0,0,0,0.03,0,37,0,0,0,1,386.916666,0,0,0,0.333333,56,0,4784.395,778.855,0.86,0.14,14.689127,5563.25,0,1,0,0,0,0,0,1,0,0,1,2
168157,19,0,0,543,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,109,0,0,0,0,30107.80583,57,0,0,15155.09,0,1,9.984003,15155.09,0,1,1,0,0,0,0,0,0,1,0,3
168161,19,0,1,429,0,1,0,0,0,1,0.69,0,0,0,0,0.31,0,27,0,0,0,12,105.416666,0,0,0,80.75,57,0,0,0.02,0,1,2.152527,0.02,0,1,1,0,0,0,0,0,0,0,1,2
168234,19,0,0,705,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,13.883333,55,0,0,273.79,0,1,1.303705,273.79,0,1,0,0,0,0,0,0,0,0,0,1
168235,19,0,1,752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,1.289792,0,0,1,0,0,0,0,0,0,0,0,0,1
168237,19,0,1,539,0.79,1,0,0,1,1,0.56,0,0,0,0.41,0.03,0,209,0,0,154,11,1238.333333,0,0,183.4925,545.219166,48,1,16554.4608,689.7692,0.96,0.04,16.818364,17244.23,0,1,0,0,0,0,1,0,0,0,1,2
168285,19,0,1,692,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,1791.31,0,1,0,10.692096,1791.31,0,0,0,0,0,0,0,1,0,0,0,1
168594,19,0,0,,0,1,0,0,1,1,0.64,0,0,0,0.01,0.35,0,211,0,0,4,116,4876.25,0,0,5.398333,16183.33667,59,0,1480.8768,3146.8632,0.32,0.68,49.892018,4627.74,0,1,0,0,0,0,0,0,1,1,1,2
168972,19,0,1,501,0.17,1,0,0,1,1,0.81,0,0,0,0.19,0,0,254,0,0,58,1,1319.166666,0,0,349.701666,0.4025,54,1,0,207.65,0,1,2.152527,207.65,0,1,0,0,0,0,0,0,0,0,1,1
169265,19,0,1,554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,3.25,0,1,,3.25,0,1,0,0,0,0,0,0,0,0,0,1
169324,19,0,1,,0.74,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,23,0,0,0,0,454.333333,56,0,21682.0593,219.0107,0.99,0.01,14.100781,21901.07,1,1,0,0,0,0,0,0,0,0,0,2
169430,19,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,1.303705,0,0,1,0,0,0,0,0,0,0,0,0,1
169555,19,0,0,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,74.48,0,1,,74.48,0,0,1,0,0,0,0,0,0,0,0,1
169780,19,0,0,577,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,3124.2,0,1,0,10.692096,3124.2,0,0,0,0,0,0,0,1,0,0,0,1
169934,19,0,1,430,0.84,1,0,0,0,1,0.5,0,0,0,0,0.5,0,20,0,0,0,20,345,0,0,0,614.166666,53,1,18098.07,0,1,0,46.167674,18098.07,0,1,0,0,0,0,0,1,1,0,1,3
170005,19,0,0,604,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,3922.08,0,1,0,10.692096,3922.08,0,0,0,0,0,0,0,1,0,0,0,1
170110,19,0,0,,0,1,0,1,1,1,0.28,0.75,0,0,0.25,0.46,0,167,0,1,148,272,1403.175,0,8.333333,269.2625,5934.661666,43,0,0,511.82,0,1,41.328532,511.82,0,1,1,0,0,0,0,0,0,0,1,2
170242,19,0,1,799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,3111.99,0,1,0,,3111.99,0,0,0,0,0,0,0,0,1,1,0,1
170342,19,0,0,648,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,14584.77,0,1,0,10.692096,14584.77,0,0,0,0,0,0,0,1,0,0,0,1
170551,19,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,1.303705,0,0,1,0,0,0,0,0,0,0,0,0,1
170558,19,0,0,628,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,5164.56,0,1,0,10.692096,5164.56,0,0,0,0,0,0,0,1,0,0,0,1
170743,19,0,1,409,0,1,0,0,1,1,0.68,0,0,0,0.2,0.12,0,28,0,0,8,5,254.583333,0,0,11.91,36.666666,41,0,0,1.06,0,1,2.775398,1.06,0,0,1,0,0,0,0,0,0,0,1,1
170872,19,0,0,589,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,15.585262,0,0,0,0,0,0,0,0,0,1,1,0,1
170914,19,0,0,,0,1,0,0,0,0,1,0,0,0,0,0,0,36,0,0,0,0,827.916666,0,0,0,0,45,1,0,988.04,0,1,2.152527,988.04,0,1,0,0,0,0,0,0,0,0,1,1
171368,19,0,0,768,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,19897.12,0,1,0,28.947394,19897.12,0,1,1,0,0,0,1,0,1,1,0,4
171485,19,0,0,500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,5931.08,0,1,0,11.995801,5931.08,0,1,0,0,0,0,0,1,0,0,0,2
171748,19,0,0,490,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,1736.71,0,1,0,10.692096,1736.71,0,0,0,0,0,0,0,1,0,0,0,1
171852,19,0,1,584,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,1427.84,0,1,0,10.692096,1427.84,0,0,0,0,0,0,0,1,0,0,0,1
171935,19,0,1,483,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,8796.21,0,1,0,25.731026,8796.21,0,0,0,0,0,0,1,0,1,1,0,2
171973,19,0,1,448,0.75,1,0,0,0,1,0.94,0,0,0,0,0.06,0,29,0,0,0,2,372.666666,0,0,0,51.295,70,0,23093.1,0,1,0,15.494021,23093.1,0,1,0,0,1,0,0,1,0,0,1,3
171988,19,0,1,615,0,1,0,0,1,1,0.13,0,0,0,0.07,0.8,0,4,0,0,2,24,9.166666,0,0,2.916666,415.555833,66,0,0,1973.05,0,1,5.046232,1973.05,0,1,0,0,0,0,0,0,0,0,1,1
172002,19,0,0,975,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,10.833333,88,0,2700.0995,142.1105,0.95,0.05,17.911817,2842.21,0,1,0,0,0,0,0,0,1,1,0,2
172109,19,0,1,393,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,1678.1,0,1,0,10.692096,1678.1,0,0,0,0,0,0,0,1,0,0,0,1
172234,19,0,1,809,0.51,1,1,1,1,1,0.22,0.25,0.01,0.45,0.3,0.02,2,56,114,2,76,6,1337.5,5915.899166,66.666666,234.178333,219.583333,59,0,33626.0232,4585.3668,0.88,0.12,80.921217,38211.39,0,1,0,0,0,0,1,0,1,1,1,3
172338,19,0,0,694,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,1959.7,0,1,0,15.585262,1959.7,0,1,0,0,0,0,0,0,1,1,0,2
172547,19,0,0,604,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,10880.48,0,1,0,10.692096,10880.48,0,0,0,0,0,0,0,1,0,0,0,1
172688,19,0,0,441,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0.45,0,1,11.981888,0.45,0,1,1,0,0,0,0,0,0,0,0,2
173353,19,0,0,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0.01,0,1,2.593497,0.01,0,1,0,0,0,0,0,0,0,0,0,1
173591,19,0,0,604,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,9069.98,0,1,0,10.692096,9069.98,0,0,0,0,0,0,0,1,0,0,0,1
173610,19,0,0,,0,1,0,0,0,1,0.99,0,0,0,0,0.01,0,182,0,0,0,1,1080.583333,0,0,0,66.666666,56,1,0,331.25,0,1,2.152527,331.25,0,1,0,0,0,0,0,0,0,0,1,1
173645,19,0,1,534,0,1,1,0,1,1,0.32,0,0,0.23,0.43,0.02,2,179,132,0,239,12,743.170833,463.2475,0,405.806666,133.333333,48,0,0,1033.9,0,1,5.432046,1033.9,0,0,1,0,0,0,0,0,0,0,1,1
173673,19,0,1,486,0,1,0,0,1,1,0.53,0,0,0,0.42,0.04,0,24,0,0,19,2,337.5,0,0,156.7725,1166.666666,39,0,20053.38,0,1,0,2.152527,20053.38,0,1,0,0,1,0,0,0,0,0,1,2
173940,19,0,0,633,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,4505.78,0,1,0,10.692096,4505.78,0,0,0,0,0,0,0,1,0,0,0,1
174107,19,0,0,604,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,1922.56,0,1,0,10.692096,1922.56,0,0,0,0,0,0,0,1,0,0,0,1
174185,19,0,1,777,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,7365.37,0,1,0,10.145764,7365.37,0,1,0,0,0,0,1,0,0,0,0,2
174291,19,0,0,658,1,1,1,0,1,1,0.19,0,0,0.2,0.31,0.3,1,12,13,0,20,19,26.279166,13.891666,0,22.545833,208.463333,51,0,14291.72,0,1,0,14.649071,14291.72,0,1,0,0,0,0,1,0,0,0,1,2
174474,19,0,1,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0.1,0,1,11.981888,0.1,0,1,0,0,0,0,0,0,0,0,0,1
174912,19,0,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,4.02,0,1,,4.02,0,1,1,0,0,0,0,0,0,0,0,2
175002,19,0,0,,0,1,1,0,0,0,0.91,0,0,0.09,0,0,0,72,7,0,0,0,963.25,64.166666,0,0,0,56,1,0,44.84,0,1,2.775398,44.84,0,0,1,0,0,0,0,0,0,0,1,1
175123,19,0,0,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,1129.6575,46,0,58038.67,0,1,0,28.324523,58038.67,0,1,0,0,0,0,1,0,1,1,0,3
175284,19,0,0,676,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,1091.55,0,1,1.303705,1091.55,0,1,0,0,0,0,0,0,1,1,0,2
175327,19,0,1,606,0,1,0,0,1,0,0.65,0,0,0,0.35,0,0,41,0,0,22,0,507.083333,0,0,9.6925,0,38,1,0,1.33,0,1,2.775398,1.33,0,0,1,0,0,0,0,0,0,0,1,1
175357,19,0,0,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0.37,0,1,1.303705,0.37,0,1,0,0,0,0,0,0,0,0,0,1
175448,19,0,1,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,1.01,0,1,6.432736,1.01,0,1,1,0,0,0,0,0,0,0,0,2
175582,19,0,0,,1,1,0,0,0,1,0.69,0,0,0,0,0.31,0,63,0,0,0,28,272.5,0,0,0,255.5,80,0,12146.49,0,1,0,20.871689,12146.49,0,1,0,0,0,0,0,0,1,1,1,2
175603,19,0,1,713,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,27307.98,0,1,0,10.692096,27307.98,0,0,0,0,0,0,0,1,0,0,0,1
