llave_cod_cliente,admin_antiguedad_banco,admin_flag_gerenciado,buro_creditos_otros_bancos,buro_score_apc,buro_wallet_share,comp_flag_atm,comp_flag_bpi,comp_flag_cnb,comp_flag_pos,comp_flag_suc,comp_perc_atm,comp_perc_canal_fisico,comp_perc_cnb,comp_perc_bpi,comp_perc_pos,comp_perc_suc,comp_score_digital,comp_txn_atm,comp_txn_bpi,comp_txn_cnb,comp_txn_pos,comp_txn_suc,comp_usd_atm_prom,comp_usd_bpi_prom,comp_usd_cnb_prom,comp_usd_pos_prom,comp_usd_suc_prom,dem_edad,dem_planilla,finc_bal_act,finc_bal_pas,finc_perc_act_tc,finc_perc_pas_tc,finc_sva,finc_tamano_comercial,pdcto_flag_auto,pdcto_flag_cta_ahorro,pdcto_flag_cta_corriente,pdcto_flag_cta_dpf,pdcto_flag_financomer,pdcto_flag_garantizado,pdcto_flag_hipoteca,pdcto_flag_pp,pdcto_flag_seguros,pdcto_flag_tiene_tdc,pdcto_flag_tiene_tdd,pdcto_ivc_actual
98957157,2,0,1,518,0,1,0,0,0,0,1,0,0,0,0,0,0,13,0,0,0,0,184.583333,0,0,0,0,59,1,0,0.44,0,1,4.079103,0.44,0,1,1,0,0,0,0,0,0,0,1,2
98957234,2,0,0,564,0,1,0,0,1,0,0.45,0,0,0,0.55,0,0,21,0,0,26,0,379.166666,0,0,3.646666,0,26,1,0,46.33,0,1,2.775398,46.33,0,0,1,0,0,0,0,0,0,0,1,1
98957235,2,0,1,477,0,1,0,0,1,1,0.39,0,0,0,0.59,0.01,0,60,0,0,91,2,212.916666,0,0,165.106666,630,34,1,0,0.75,0,1,2.775398,0.75,0,0,1,0,0,0,0,0,0,0,1,1
98957300,2,0,1,378,0,1,1,0,1,1,0.13,0,0,0.65,0.21,0.02,2,57,287,0,91,7,309.583333,1451.155,0,167.828333,127.25,32,0,0,92.5,0,1,8.281174,92.5,0,1,0,0,0,0,0,0,0,0,1,1
98957305,2,0,0,448,0,1,1,0,1,1,0.21,0,0,0.11,0.6,0.09,1,29,15,0,85,12,227.083333,50.655,0,158.375833,281.666666,37,0,0,497.95,0,1,6.020194,497.95,0,0,1,0,0,0,0,0,0,0,1,1
98957371,2,0,1,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0.01,0,1,2.152527,0.01,0,1,0,0,0,0,0,0,0,0,1,1
98957424,2,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0.01,0,1,2.152527,0.01,0,1,0,0,0,0,0,0,0,0,1,1
98957434,2,0,1,718,0.05,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,36,0,0,0,0,156.658333,68,0,665.12,0,1,0,21.929337,665.12,0,1,0,0,0,0,0,0,1,1,1,2
98957499,2,0,1,712,0,1,0,0,1,0,0.94,0,0,0,0.06,0,0,45,0,0,3,0,1157.083333,0,0,0.974166,0,26,1,0,3.43,0,1,2.775398,3.43,0,0,1,0,0,0,0,0,0,0,1,1
98957501,2,0,1,656,0.94,1,1,0,1,1,0.39,0,0,0.07,0.51,0.03,1,71,13,0,92,5,409.166666,78.65,0,115.040833,46.25,25,1,5603.8262,114.3638,0.98,0.02,14.771199,5718.19,0,1,1,0,0,0,0,1,0,0,1,3
98957513,2,0,0,0,0,1,1,0,1,1,0.07,0,0,0.79,0.06,0.07,2,5,54,0,4,5,50,113.426666,0,14.865833,238.333333,23,0,0,1467.02,0,1,2.152527,1467.02,0,1,0,0,0,0,0,0,0,0,1,1
98957539,2,0,0,570,0,1,0,0,1,1,0.05,0,0,0,0.79,0.16,0,15,0,0,237,47,193.75,0,0,843.054166,1684.583333,28,0,0,1749.44,0,1,14.976007,1749.44,0,1,0,0,0,0,0,0,0,0,1,1
98957554,2,0,1,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0.02,0,1,2.152527,0.02,0,1,1,0,0,0,0,0,0,0,1,2
98957595,2,0,0,593,1,1,0,0,1,0,0.94,0,0,0,0.06,0,0,62,0,0,4,0,552.083333,0,0,12.035833,0,43,1,6165.72,0,1,0,12.844623,6165.72,0,1,0,0,0,0,0,1,0,0,1,2
98957646,2,0,1,484,0,1,0,0,1,1,0.91,0,0,0,0.05,0.05,0,20,0,0,1,1,315.75,0,0,0.25,20.833333,26,0,0,2.59,0,1,2.775398,2.59,0,0,1,0,0,0,0,0,0,0,1,1
98957647,2,0,1,413,0,1,1,0,1,0,0.78,0,0,0.16,0.05,0,0,29,6,0,2,0,527.083333,10.425,0,1.6825,0,39,0,0,2.66,0,1,2.775398,2.66,0,0,1,0,0,0,0,0,0,0,1,1
98957664,2,0,1,494,0.87,1,0,0,0,1,0.53,0,0,0,0,0.47,0,9,0,0,0,8,64.166666,0,0,0,227,48,0,11456.32,0,1,0,28.429885,11456.32,0,1,0,0,0,0,0,1,1,1,1,3
98957729,2,0,0,,0,1,1,0,1,1,0.2,0,0,0.22,0.56,0.02,2,62,68,0,175,7,1244.583333,1554.75,0,354.3325,385,37,1,0,1333.57,0,1,4.927925,1333.57,0,1,1,0,0,0,0,0,0,0,1,2
98957761,2,0,1,510,0.43,1,0,0,1,1,0.29,0,0,0,0.58,0.13,0,61,0,0,121,26,769.583333,0,0,308.535833,762.406666,27,0,8422.7913,85.0787,0.99,0.01,19.115298,8507.87,0,1,1,0,0,0,0,1,0,0,1,3
98957815,2,0,0,462,0,1,0,0,1,1,0.5,0,0,0,0.17,0.33,0,3,0,0,1,2,24.166666,0,0,0.333333,3.75,24,0,0,0.02,0,1,4.305054,0.02,0,1,0,0,0,0,0,0,0,0,1,1
98957817,2,0,0,504,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,1.1,0,1,11.995801,1.1,0,1,0,0,0,0,0,0,0,0,0,1
98957873,2,0,0,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,4.78,0,1,0.848822,4.78,0,0,1,0,0,0,0,0,0,0,1,1
98957929,2,0,0,,0,1,1,0,1,1,0.01,0,0,0.01,0.42,0.56,0,1,1,0,37,50,16.666666,66.666666,0,176.445833,2735.15,30,0,597.5802,825.2298,0.42,0.58,23.304846,1422.81,0,1,1,0,0,0,0,0,1,1,0,3
98957968,2,0,1,541,0.75,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,20.833333,48,0,0,0,0,0,12.844623,0,0,1,0,0,0,0,0,0,0,0,1,1
98958014,2,0,0,443,0,1,0,0,1,1,0.71,0,0,0,0.14,0.14,0,10,0,0,2,2,61.666666,0,0,3.2825,83.333333,39,0,0,53.06,0,1,4.290842,53.06,0,1,0,0,0,0,0,0,0,0,1,1
98958041,2,0,0,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0.01,0,1,2.152527,0.01,0,1,0,0,0,0,0,0,0,0,1,1
98958122,2,0,1,566,0,1,1,0,1,0,0.29,0,0,0.05,0.67,0,0,68,11,0,157,0,229.406666,4.5025,0,177.668333,0,28,1,8.07,0,1,0,4.53783,8.07,0,1,0,0,0,0,0,0,0,0,1,2
98958124,2,0,1,537,0,1,0,0,1,0,0.46,0,0,0,0.54,0,0,33,0,0,39,0,539.583333,0,0,41.895833,0,33,1,0,21.37,0,1,3.456232,21.37,0,1,0,0,0,0,0,0,0,0,1,1
98958139,2,0,1,327,0,1,1,0,1,0,0.74,0,0,0.19,0.06,0,0,23,6,0,2,0,447.5,2.455,0,3.580833,0,27,0,1474.76,0,1,0,3.456232,1474.76,0,1,0,0,1,0,0,0,0,0,1,2
98958150,2,0,1,428,0,1,0,0,1,0,0.7,0,0,0,0.3,0,0,84,0,0,36,0,395.833333,0,0,20.543333,0,55,1,0,0.1,0,1,2.152527,0.1,0,1,0,0,0,0,0,0,0,0,1,1
98958174,2,0,1,777,0,1,0,0,1,1,0.89,0,0,0,0.09,0.02,0,49,0,0,5,1,397.916666,0,0,18.544166,5,35,0,0,1.06,0,1,2.152527,1.06,0,1,0,0,0,0,0,0,0,0,1,1
98958190,2,0,1,713,0.25,1,0,0,1,1,0.18,0,0,0,0.68,0.14,0,31,0,0,116,24,446.666666,0,0,493.054166,1330.683333,29,0,7814.7744,325.6156,0.96,0.04,15.476776,8140.39,0,1,0,0,0,0,0,1,0,0,1,2
98958192,2,0,0,578,1,1,0,0,1,1,0.64,0,0,0,0.09,0.27,0,21,0,0,3,9,120.583333,0,0,50.465833,84.551666,42,1,7348.64,0,1,0,14.148328,7348.64,0,1,0,0,0,0,0,1,0,0,1,2
98958195,2,0,1,411,0,1,1,0,1,1,0.47,0,0,0.31,0.21,0.01,2,166,109,0,73,2,461.478333,237.476666,0,95.735,20.833333,26,1,0,11.74,0,1,5.909695,11.74,0,1,1,0,0,0,0,0,0,0,1,2
98958205,2,0,0,433,0,1,1,1,1,1,0.4,0.75,0.02,0.04,0.21,0.33,0,23,2,1,12,19,507.916666,24.166666,8.333333,26.459166,517.166666,32,0,0,0.78,0,1,4.06519,0.78,0,1,1,0,0,0,0,0,0,0,1,2
98958206,2,0,0,608,1,1,1,0,1,0,0.29,0,0,0.26,0.46,0,2,28,25,0,45,0,788.333333,141.576666,0,43.3625,0,34,1,1597.248,66.552,0.96,0.04,19.442258,1663.8,0,0,1,0,0,0,0,0,1,1,1,2
98958219,2,0,1,645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,2.63,0,1,0.848822,2.63,0,0,1,0,0,0,0,0,0,0,1,1
98958228,2,0,0,418,0,1,0,0,1,1,0.54,0,0,0,0.25,0.2,0,32,0,0,15,12,99.166666,0,0,21.5,75.25,30,0,0,155.11,0,1,2.775398,155.11,0,0,1,0,0,0,0,0,0,0,1,1
98958281,2,0,0,,0,1,1,0,1,1,0.12,0,0,0.49,0.37,0.01,2,8,33,0,25,1,20,1129.643333,0,16.6725,1.666666,29,0,0,0.09,0,1,2.152527,0.09,0,1,0,0,0,0,0,0,0,0,0,1
98958334,2,0,1,758,0,1,1,0,1,1,0.07,0,0,0.69,0.19,0.05,2,19,178,0,50,12,410.355833,12661.47667,0,73.415,2086.845833,31,0,0,524.07,0,1,11.494837,524.07,0,0,1,0,0,0,0,0,0,0,1,1
98958338,2,0,0,592,1,1,1,0,1,0,0.2,0,0,0.62,0.17,0,2,73,222,0,62,0,221.25,1476.5525,0,109.049166,0,20,1,10842.5926,221.2774,0.98,0.02,14.757286,11063.87,0,1,1,0,0,0,0,1,0,0,1,3
98958353,2,0,1,550,0,1,0,0,1,1,0.45,0,0,0,0.54,0.01,0,68,0,0,82,2,397.916666,0,0,189.48,45.833333,28,1,0,472.68,0,1,4.927925,472.68,0,1,1,0,0,0,0,0,0,0,1,2
98958364,2,0,1,489,0,1,0,0,1,0,0.55,0,0,0,0.45,0,0,41,0,0,34,0,556.25,0,0,22.848333,0,29,1,0,2.28,0,1,3.456232,2.28,0,1,0,0,0,0,0,0,0,0,1,1
98958365,2,0,1,658,0,1,0,0,1,0,0.46,0,0,0,0.54,0,0,45,0,0,53,0,497.916666,0,0,79.848333,0,38,1,0,2.07,0,1,2.152527,2.07,0,1,0,0,0,0,0,0,0,0,1,1
98958373,2,0,0,543,0,1,0,0,1,0,0.66,0,0,0,0.34,0,0,23,0,0,12,0,510.833333,0,0,5.6225,0,37,1,0,0.91,0,1,3.456232,0.91,0,1,0,0,0,0,0,0,0,0,1,1
98958389,2,0,0,531,0,1,1,0,1,0,0.49,0,0,0.02,0.49,0,0,28,1,0,28,0,645.416666,0.7425,0,7.241666,0,34,1,0,0.97,0,1,2.152527,0.97,0,1,0,0,0,0,0,0,0,0,1,1
98958391,2,0,1,462,0,1,1,0,1,0,0.44,0,0,0.14,0.42,0,0,34,11,0,32,0,377.5,2.6875,0,30.446666,0,49,1,0,0.12,0,1,3.234125,0.12,0,1,0,0,0,0,0,0,0,0,1,1
98958395,2,0,1,417,0,1,1,0,0,1,0.7,0,0,0.25,0,0.05,0,31,11,0,0,2,439.166666,4.5025,0,0,68.94,29,1,0,1.88,0,1,4.856735,1.88,0,1,0,0,0,0,0,0,0,0,1,2
98958403,2,0,1,537,0,1,0,0,0,0,1,0,0,0,0,0,0,35,0,0,0,0,597.916666,0,0,0,0,32,1,0,4.95,0,1,2.152527,4.95,0,1,0,0,0,0,0,0,0,0,1,1
98958410,2,0,1,340,0.64,1,1,0,1,1,0.31,0,0,0.02,0.64,0.03,0,82,4,0,171,9,758,3.983333,0,402.426666,247.5,37,0,4474.917,285.633,0.94,0.06,15.498088,4760.55,0,1,0,0,0,0,0,1,0,0,1,2
98958429,2,0,1,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,10,0,1,1.303705,10,0,1,0,0,0,0,0,0,0,0,0,1
98958437,2,0,0,591,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,16.75,24,0,0,23.38,0,1,1.303705,23.38,0,1,0,0,0,0,0,0,0,0,0,1
98958490,2,0,0,0,0,1,0,0,0,1,0.68,0,0,0,0,0.32,0,13,0,0,0,6,95,0,0,0,165.833333,49,0,0,1377.42,0,1,3.215277,1377.42,0,1,0,0,0,0,0,0,0,0,1,1
98958530,2,0,0,555,0,1,0,0,0,1,0.57,0,0,0,0,0.43,0,8,0,0,0,6,24.583333,0,0,0,28,40,0,0,0.14,0,1,3.456232,0.14,0,1,0,0,0,0,0,0,0,0,1,1
98958545,2,0,0,518,0,1,1,0,1,0,0.51,0,0,0.05,0.45,0,0,87,8,0,77,0,262.25,7.26,0,147.436666,0,36,0,0,0.04,0,1,2.775398,0.04,0,0,1,0,0,0,0,0,0,0,1,1
98958595,2,0,0,529,0,1,0,0,1,1,0.91,0,0,0,0.01,0.08,0,132,0,0,2,11,481.25,0,0,3.856666,158.333333,22,1,0,37.4,0,1,5.831776,37.4,0,1,0,0,0,0,0,0,0,0,1,1
98958600,2,0,1,364,0,1,0,0,1,1,0.79,0,0,0,0.12,0.09,0,61,0,0,9,7,672,0,0,15.903333,348.083333,23,1,0,3.37,0,1,6.666644,3.37,0,1,0,0,0,0,0,0,0,0,1,1
98958602,2,0,1,638,0,1,0,0,1,1,0.38,0,0,0,0.55,0.07,0,39,0,0,57,7,251.666666,0,0,61.723333,57.5,24,0,0,800.44,0,1,2.152527,800.44,0,1,0,0,0,0,0,0,0,0,1,1
98958674,2,0,1,451,0,1,0,0,1,0,0.83,0,0,0,0.17,0,0,10,0,0,2,0,45.416666,0,0,2.3425,0,28,1,0,45.6,0,1,2.152527,45.6,0,1,1,0,0,0,0,0,0,0,1,2
98958682,2,0,0,,0,1,0,0,1,1,0.43,0,0,0,0.35,0.22,0,10,0,0,8,5,165.833333,0,0,67.625,653.333333,30,0,0,3427.41,0,1,4.483227,3427.41,0,1,0,0,0,0,0,0,0,0,0,1
98958691,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,542.925,0,0,0,69,0,0,5425.68,0,1,5.729848,5425.68,0,1,0,0,0,0,0,0,0,0,0,1
98958700,2,0,1,,0,1,0,0,1,1,0.96,0,0,0,0.03,0.01,0,65,0,0,2,1,687.916666,0,0,5.654166,8.333333,63,1,0,9.28,0,1,2.152527,9.28,0,1,0,0,0,0,0,0,0,0,1,1
98958709,2,0,0,630,1,1,0,0,1,1,0.48,0,0,0,0.51,0.01,0,76,0,0,80,2,427.083333,0,0,58.115,124.333333,53,1,3579.15,0,1,0,59.947688,3579.15,0,1,0,0,0,0,0,1,0,0,1,2
98958718,2,0,1,584,0,1,0,0,0,0,1,0,0,0,0,0,0,111,0,0,0,0,435.833333,0,0,0,0,36,1,0,125.5,0,1,2.152527,125.5,0,1,0,0,0,0,0,0,0,0,1,1
98958746,2,0,1,623,0.07,1,0,0,1,0,0.86,0,0,0,0.14,0,0,153,0,0,25,0,394.5,0,0,29.189166,0,28,1,2877.6784,183.6816,0.94,0.06,12.844623,3061.36,0,1,0,0,0,0,0,1,0,0,1,2
98958748,2,0,1,540,0,1,0,0,0,0,1,0,0,0,0,0,0,38,0,0,0,0,446.666666,0,0,0,0,48,1,0,2.69,0,1,3.456232,2.69,0,1,0,0,0,0,0,0,0,0,1,1
98958750,2,0,0,468,1,1,1,0,1,1,0.39,0,0,0.11,0.48,0.02,0,18,5,0,22,1,87,8.2425,0,34.375833,125,23,0,0,1.48,0,1,13.693445,1.48,0,1,0,0,0,0,0,0,0,0,1,1
98958796,2,0,0,409,0,0,1,0,0,1,0,0,0,0.96,0,0.04,2,0,64,0,0,3,0,377.235833,0,0,84.75,24,0,0,4.59,0,1,4.06519,4.59,0,1,1,0,0,0,0,0,0,0,1,2
98958819,2,0,1,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0.01,0,1,2.152527,0.01,0,1,0,0,0,0,0,0,0,0,1,1
98958843,2,0,1,646,0.11,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,233.1075,33,0,10963.78,0,1,0,13.299506,10963.78,0,1,0,0,0,0,0,1,0,0,0,2
98958880,2,0,0,549,0,1,0,0,1,0,0.71,0,0,0,0.29,0,0,12,0,0,5,0,282.916666,0,0,1.396666,0,22,0,0,0.01,0,1,3.456232,0.01,0,1,0,0,0,0,0,0,0,0,1,1
98958985,2,0,1,700,0,1,0,0,0,1,0.98,0,0,0,0,0.02,0,42,0,0,0,1,784.166666,0,0,0,20.833333,50,1,0,1.14,0,1,2.152527,1.14,0,1,0,0,0,0,0,0,0,0,1,1
98959019,2,0,0,623,1,1,1,0,1,1,0.09,0,0,0.41,0.49,0.02,2,29,138,0,167,6,115.833333,783.635833,0,250.888333,78.333333,25,1,87174.9864,2696.1336,0.97,0.03,33.590587,89871.12,0,1,1,0,0,0,1,1,1,1,1,5
98959058,2,0,1,580,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,2364,0,1,0,11.995801,2364,0,1,0,0,0,0,0,1,0,0,0,2
98959088,2,0,0,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0.01,0,1,2.152527,0.01,0,1,0,0,0,0,0,0,0,0,1,1
98959107,2,0,0,482,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,28.333333,30,0,0,350.2,0,1,1.303705,350.2,0,1,0,0,0,0,0,0,0,0,0,1
98959126,2,0,0,,0,1,0,0,1,1,0.81,0,0,0,0.1,0.1,0,17,0,0,2,2,145.833333,0,0,14.208333,200,79,0,3205.024,801.256,0.8,0.2,4.533232,4006.28,0,1,0,0,1,0,0,0,0,0,1,2
98959143,2,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0.01,0,1,2.152527,0.01,0,1,0,0,0,0,0,0,0,0,1,1
98959150,2,0,0,566,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0.01,0,1,12.844623,0.01,0,1,0,0,0,0,0,0,0,0,1,1
98959235,2,0,1,311,0.84,1,1,0,1,1,0.21,0,0,0.5,0.07,0.21,0,3,7,0,1,3,8,46.971666,0,0.2275,16.25,23,0,4578.74,0,1,0,14.689127,4578.74,0,1,0,0,0,0,0,1,0,0,1,2
98959238,2,0,0,0,0,1,0,0,0,1,0.76,0,0,0,0,0.24,0,13,0,0,0,4,221.666666,0,0,0,269.416666,22,0,0,0.06,0,1,2.152527,0.06,0,1,0,0,0,0,0,0,0,0,1,1
98959260,2,0,0,,0,1,0,0,1,1,0.75,0,0,0,0.23,0.02,0,131,0,0,40,3,617.083333,0,0,10.058333,47.333333,21,1,0,7.71,0,1,2.152527,7.71,0,1,0,0,0,0,0,0,0,0,1,1
98959289,2,0,0,0,0,1,1,0,1,1,0.12,0,0,0.11,0.75,0.02,2,38,34,0,237,6,554.583333,193.8175,0,538.494166,140,28,0,0,761.86,0,1,5.869274,761.86,0,1,0,0,0,0,0,0,0,0,1,1
98959389,2,0,0,447,0,1,0,0,1,1,0.52,0,0,0,0.45,0.03,0,184,0,0,162,11,503.916666,0,0,137.735,94.571666,20,1,0,92.14,0,1,4.701974,92.14,0,0,1,0,0,0,0,0,0,0,1,1
98959398,2,0,1,519,0,1,0,0,1,0,0.36,0,0,0,0.64,0,0,69,0,0,125,0,524.583333,0,0,203.7675,0,40,0,0,0.19,0,1,2.775398,0.19,0,0,1,0,0,0,0,0,0,0,1,1
98959409,2,0,1,542,0,1,0,0,1,0,0.57,0,0,0,0.43,0,0,28,0,0,21,0,695.233333,0,0,73.245,0,31,1,0,3.23,0,1,4.701974,3.23,0,0,1,0,0,0,0,0,0,0,1,1
98959497,2,0,0,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0.01,0,1,2.152527,0.01,0,1,0,0,0,0,0,0,0,0,1,1
98959505,2,0,1,613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0.01,0,1,2.152527,0.01,0,1,0,0,0,0,0,0,0,0,1,1
98959541,2,0,1,594,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,13.75,0,0,0,0,28,0,0,0.64,0,1,2.775398,0.64,0,0,1,0,0,0,0,0,0,0,1,1
98959543,2,0,0,,0,1,0,0,1,0,0.98,0,0,0,0.03,0,0,39,0,0,1,0,514.25,0,0,16.940833,0,37,1,0,404.04,0,1,2.775398,404.04,0,0,1,0,0,0,0,0,0,0,1,1
98959646,2,0,1,506,0,1,0,0,1,1,0.52,0,0,0,0.38,0.1,0,11,0,0,8,2,141.666666,0,0,20.616666,168.333333,33,0,0,3.2,0,1,3.234125,3.2,0,1,0,0,0,0,0,0,0,0,1,1
98959664,2,0,1,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,2.24,0,1,1.303705,2.24,0,1,0,0,0,0,0,0,0,0,0,1
98959673,2,0,0,,0,1,1,0,1,1,0.42,0,0,0.08,0.46,0.03,0,25,5,0,27,2,60.833333,833.333333,0,12.305,137.5,19,0,0,0.57,0,1,4.305054,0.57,0,1,0,0,0,0,0,0,0,0,1,1
98959716,2,0,0,486,0,1,0,0,1,1,0.46,0,0,0,0.38,0.15,0,12,0,0,10,4,133.333333,0,0,12.980833,20,35,0,0,2.41,0,1,2.693326,2.41,0,1,0,0,0,0,0,0,0,0,1,1
98959741,2,0,0,0,0,1,0,0,1,1,0.52,0,0,0,0.31,0.16,0,67,0,0,40,21,590.833333,0,0,204.274166,782.916666,19,0,0,136.51,0,1,6.444804,136.51,0,1,0,0,0,0,0,0,0,0,1,1
98959947,2,0,0,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0.01,0,1,2.152527,0.01,0,1,0,0,0,0,0,0,0,0,1,1
98959991,2,0,0,,0,1,0,0,1,0,0.71,0,0,0,0.29,0,0,108,0,0,44,0,489.583333,0,0,125.213333,0,20,1,0,0.02,0,1,4.927925,0.02,0,1,1,0,0,0,0,0,0,0,1,2
98959998,2,0,1,623,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,9541.64,0,1,0,11.995801,9541.64,0,1,0,0,0,0,0,1,0,0,0,2
98960061,2,0,1,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,10,0,1,1.303705,10,0,1,0,0,0,0,0,0,0,0,0,1
98960109,2,0,0,431,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0.01,0,1,2.152527,0.01,0,1,0,0,0,0,0,0,0,0,1,1
98960133,2,0,1,570,0,1,0,0,1,1,0.62,0,0,0,0.19,0.19,0,23,0,0,7,7,170.416666,0,0,12.895833,1415.333333,26,0,0,0,0,0,2.152527,0,0,1,0,0,0,0,0,0,0,0,1,1
98960179,2,0,0,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0.01,0,1,2.152527,0.01,0,1,0,0,0,0,0,0,0,0,1,1
98960186,2,0,1,413,0,1,1,0,1,1,0.26,0,0,0.19,0.48,0.07,2,52,38,0,97,15,257.083333,428.798333,0,153.881666,417.916666,46,0,0,118.32,0,1,3.456232,118.32,0,1,0,0,0,0,0,0,0,0,1,1
98960199,2,0,1,430,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,2976.18,0,1,0,10.692096,2976.18,0,0,0,0,0,0,0,1,0,0,0,1
98960232,2,0,0,484,0,0,0,1,0,1,0,0,0.67,0,0,0.33,0,0,0,2,0,1,0,0,8.333333,0,76.63,23,0,0,0.3,0,1,4.759937,0.3,0,1,0,0,0,0,0,0,0,0,1,1
98960235,2,0,0,0,0,1,0,0,1,1,0.2,0,0,0,0.67,0.13,0,63,0,0,212,41,415.416666,0,0,472.989166,1101.166666,28,0,0,3083.7,0,1,23.383471,3083.7,0,1,0,0,0,0,0,0,0,0,1,1
98960243,2,0,1,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0.03,0,1,1.303705,0.03,0,1,0,0,0,0,0,0,0,0,0,1
98960259,2,0,1,724,0,1,0,0,1,1,0.13,0,0,0,0.86,0.01,0,52,0,0,335,2,312.916666,0,0,757.205833,162.5,34,1,0,1466.19,0,1,3.186777,1466.19,0,1,0,0,0,0,0,0,0,0,1,1
98960297,2,0,0,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0.31,0,1,2.152527,0.31,0,1,1,0,0,0,0,0,0,0,1,2
98960468,2,0,0,0,0,1,1,1,1,1,0.1,0.29,0.01,0.3,0.41,0.17,2,46,133,5,185,77,371.666666,1625.23,28.75,204.603333,6295.258333,30,0,0,5.22,0,1,22.860285,5.22,0,1,0,0,0,0,0,0,0,0,1,1
98960493,2,0,0,0,0,1,1,0,1,0,0.66,0,0,0.11,0.23,0,1,76,13,0,27,0,668.333333,11.030833,0,83.425,0,48,1,0,40.32,0,1,2.775398,40.32,0,0,1,0,0,0,0,0,0,0,1,1
98960554,2,0,0,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0.01,0,1,2.152527,0.01,0,1,0,0,0,0,0,0,0,0,1,1
98960564,2,0,0,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0.11,0,1,1.303705,0.11,0,1,0,0,0,0,0,0,0,0,0,1
98960609,2,0,0,549,0,1,0,0,1,1,0.87,0,0,0,0.12,0.01,0,58,0,0,8,1,252.916666,0,0,8.211666,0.833333,25,0,0,14.8,0,1,5.619429,14.8,0,1,0,0,0,0,0,0,0,0,1,1
98960610,2,0,1,494,0,1,0,0,0,1,0.98,0,0,0,0,0.02,0,44,0,0,0,1,797.416666,0,0,0,29.448333,44,1,0,3.73,0,1,2.152527,3.73,0,1,0,0,0,0,0,0,0,0,1,1
98960626,2,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0.01,0,1,12.844623,0.01,0,1,0,0,0,0,0,0,0,0,1,1
